Title,Authors,Is in PCA*?,Citation,DOI,# Cells,COPO Link,Viewer(s),Species
<div title='Single-cell transcriptome atlas and chromatin accessibility landscape reveal differentiation trajectories in the rice root' class='scea-table'>Single-cell transcriptome atlas and chromatin accessibility landscape reveal differentiation trajectories in the rice root</div>,"<div title='Zhang TQ, Chen Y, Liu Y, Lin WH, Wang JW' class='scea-table'>Zhang TQ, Chen Y, Liu Y, Lin WH, Wang JW</div>",,<div title='Nat Commun. 2021 Apr 6;12(1):2053. doi: 10.1038/s41467-021-22352-4.' class='scea-table'>Nat Commun. 2021 Apr 6;12(1):2053. doi: 10.1038/s41467-021-22352-4.</div>,<a href='http://dx.doi.org/10.1038/s41467-021-22352-4'>10.1038/s41467-021-22352-4</a>,28857,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP309176.h5ad'>scPlantDB</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-ENAD-52/'>SCEA</a>,<i>Oryza sativa</i>
<div title='A single-cell analysis of the Arabidopsis vegetative shoot apex' class='scea-table'>A single-cell analysis of the Arabidopsis vegetative shoot apex</div>,"<div title='Zhang TQ, Chen Y, Wang JW' class='scea-table'>Zhang TQ, Chen Y, Wang JW</div>",,<div title='Dev Cell. 2021 Apr 5;56(7):1056-1074.e8. doi: 10.1016/j.devcel.2021.02.021. Epub 2021 Mar 15.' class='scea-table'>Dev Cell. 2021 Apr 5;56(7):1056-1074.e8. doi: 10.1016/j.devcel.2021.02.021. Epub 2021 Mar 15.</div>,<a href='http://dx.doi.org/10.1016/j.devcel.2021.02.021'>10.1016/j.devcel.2021.02.021</a>,36643,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA002977_1.h5ad'>scPlantDB_1</a> <a href='https://biobigdata.nju.edu.cn/cellxgene/view/CRA002977_2.h5ad'>scPlantDB_2</a> <a href='https://www.ebi.ac.uk/gxa/sc/experiments/E-CURD-83/'>SCEA</a>,<i>Arabidopsis thaliana</i>
<div title='A Single-Cell RNA Sequencing Profiles the Developmental Landscape of Arabidopsis Root' class='scea-table'>A Single-Cell RNA Sequencing Profiles the Developmental Landscape of Arabidopsis Root</div>,"<div title='Zhang TQ, Xu ZG, Shang GD, Wang JW' class='scea-table'>Zhang TQ, Xu ZG, Shang GD, Wang JW</div>",,<div title='Mol Plant. 2019 May 6;12(5):648-660. doi: 10.1016/j.molp.2019.04.004. Epub 2019 Apr 17.' class='scea-table'>Mol Plant. 2019 May 6;12(5):648-660. doi: 10.1016/j.molp.2019.04.004. Epub 2019 Apr 17.</div>,<a href='http://dx.doi.org/10.1016/j.molp.2019.04.004'>10.1016/j.molp.2019.04.004</a>,7695,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP182008.h5ad'>scPlantDB</a>,<i>Arabidopsis thaliana</i>
<div title='A spatially resolved multi-omic single-cell atlas of soybean development' class='scea-table'>A spatially resolved multi-omic single-cell atlas of soybean development</div>,"<div title='Zhang X, Luo Z, Marand AP, Yan H, Jang H, Bang S, Mendieta JP, Minow MAA, Schmitz RJ*' class='scea-table'>Zhang X, Luo Z, Marand AP, Yan H, Jang H, Bang S, Mendieta JP, Minow MAA, Schmitz RJ*</div>",Yes,<div title='Cell. 2025 Jan 23;188(2):550-567.e19. doi: 10.1016/j.cell.2024.10.050. Epub 2024 Dec 31.' class='scea-table'>Cell. 2025 Jan 23;188(2):550-567.e19. doi: 10.1016/j.cell.2024.10.050. Epub 2024 Dec 31.</div>,<a href='http://dx.doi.org/10.1016/j.cell.2024.10.050'>10.1016/j.cell.2024.10.050</a>,310814,,<a href='https://soybean-atlas.com/'>Soybean Atlas</a>,<i>Glycine max</i>
<div title='Transcriptional landscape of sweetpotato root tip development at the single-cell level' class='scea-table'>Transcriptional landscape of sweetpotato root tip development at the single-cell level</div>,"<div title='Zhao N, Ding X, Tian C, Wang S, Xie S, Zou H, Liu H, Chen J, Lian Liang X, Huang L' class='scea-table'>Zhao N, Ding X, Tian C, Wang S, Xie S, Zou H, Liu H, Chen J, Lian Liang X, Huang L</div>",,<div title='BMC Plant Biol. 2024 Oct 12;24(1):952. doi: 10.1186/s12870-024-05574-8.' class='scea-table'>BMC Plant Biol. 2024 Oct 12;24(1):952. doi: 10.1186/s12870-024-05574-8.</div>,<a href='http://dx.doi.org/10.1186/s12870-024-05574-8'>10.1186/s12870-024-05574-8</a>,13966,,,<i>Ipomoea batatas</i>
<div title='Single-cell RNA-seq reveals a link of ovule abortion and sugar transport in Camellia oleifera' class='scea-table'>Single-cell RNA-seq reveals a link of ovule abortion and sugar transport in Camellia oleifera</div>,"<div title='Zhao S, Rong J' class='scea-table'>Zhao S, Rong J</div>",,<div title='Front Plant Sci. 2024 Feb 2;15:1274013. doi: 10.3389/fpls.2024.1274013. eCollection 2024.' class='scea-table'>Front Plant Sci. 2024 Feb 2;15:1274013. doi: 10.3389/fpls.2024.1274013. eCollection 2024.</div>,<a href='http://dx.doi.org/10.3389/fpls.2024.1274013'>10.3389/fpls.2024.1274013</a>,20526,,,<i>Camellia oleifera</i>
<div title='Single-cell transcriptome of Nepeta tenuifolia leaves reveal differentiation trajectories in glandular trichomes' class='scea-table'>Single-cell transcriptome of Nepeta tenuifolia leaves reveal differentiation trajectories in glandular trichomes</div>,"<div title='Zhou P, Chen H, Dang J, Shi Z, Shao Y, Liu C, Fan L, Wu Q' class='scea-table'>Zhou P, Chen H, Dang J, Shi Z, Shao Y, Liu C, Fan L, Wu Q</div>",,<div title='Front Plant Sci. 2022 Oct 19;13:988594. doi: 10.3389/fpls.2022.988594. eCollection 2022.' class='scea-table'>Front Plant Sci. 2022 Oct 19;13:988594. doi: 10.3389/fpls.2022.988594. eCollection 2022.</div>,<a href='http://dx.doi.org/10.3389/fpls.2022.988594'>10.3389/fpls.2022.988594</a>,33299,,,<i>Nepeta tenuifolia</i>
<div title='Single-cell profiling of Arabidopsis leaves to Pseudomonas syringae infection' class='scea-table'>Single-cell profiling of Arabidopsis leaves to Pseudomonas syringae infection</div>,"<div title='Zhu J, Lolle S, Tang A, Guel B, Kvitko B, Cole B*, Coaker G' class='scea-table'>Zhu J, Lolle S, Tang A, Guel B, Kvitko B, Cole B*, Coaker G</div>",Yes,<div title='Cell Rep. 2023 Jul 25;42(7):112676. doi: 10.1016/j.celrep.2023.112676. Epub 2023 Jun 20.' class='scea-table'>Cell Rep. 2023 Jul 25;42(7):112676. doi: 10.1016/j.celrep.2023.112676. Epub 2023 Jun 20.</div>,<a href='http://dx.doi.org/10.1016/j.celrep.2023.112676'>10.1016/j.celrep.2023.112676</a>,11896,,,<i>Arabidopsis thaliana</i>
<div title='Single-cell resolution analysis reveals the preparation for reprogramming the fate of stem cell niche in cotton lateral meristem' class='scea-table'>Single-cell resolution analysis reveals the preparation for reprogramming the fate of stem cell niche in cotton lateral meristem</div>,"<div title='Zhu X, Xu Z, Wang G, Cong Y, Yu L, Jia R, Qin Y, Zhang G, Li B, Yuan D, Tu L, Yang X, Lindsey K, Zhang X, Jin S' class='scea-table'>Zhu X, Xu Z, Wang G, Cong Y, Yu L, Jia R, Qin Y, Zhang G, Li B, Yuan D, Tu L, Yang X, Lindsey K, Zhang X, Jin S</div>",,<div title='Genome Biol. 2023 Aug 25;24(1):194. doi: 10.1186/s13059-023-03032-6.' class='scea-table'>Genome Biol. 2023 Aug 25;24(1):194. doi: 10.1186/s13059-023-03032-6.</div>,<a href='http://dx.doi.org/10.1186/s13059-023-03032-6'>10.1186/s13059-023-03032-6</a>,59591,,<a href='http://jinlab.hzau.edu.cn/CLC/'>Jin Lab Viewer</a>,<i>Gossypium hirsutum</i>
<div title='A rice single cell transcriptomic atlas defines the developmental trajectories of rice floret and inflorescence meristems' class='scea-table'>A rice single cell transcriptomic atlas defines the developmental trajectories of rice floret and inflorescence meristems</div>,"<div title='Zong J, Wang L, Zhu L, Bian L, Zhang B, Chen X, Huang G, Zhang X, Fan J, Cao L, Coupland G, Liang W, Zhang D, Yuan Z' class='scea-table'>Zong J, Wang L, Zhu L, Bian L, Zhang B, Chen X, Huang G, Zhang X, Fan J, Cao L, Coupland G, Liang W, Zhang D, Yuan Z</div>",,<div title='New Phytol. 2022 Apr;234(2):494-512. doi: 10.1111/nph.18008. Epub 2022 Feb 24.' class='scea-table'>New Phytol. 2022 Apr;234(2):494-512. doi: 10.1111/nph.18008. Epub 2022 Feb 24.</div>,<a href='http://dx.doi.org/10.1111/nph.18008'>10.1111/nph.18008</a>,37571,,<a href='https://biobigdata.nju.edu.cn/cellxgene/view/SRP339472.h5ad'>scPlantDB</a>,<i>Oryza sativa</i>
